VENDOR PART#,MANUFACTURER PART #,DESCRIPTION,MSRP,CONTRACT_PRICE,QUANTITY ON HAND,MANUFACTURER_NAME,CATEGORY,SERIAL_FLAG,WEIGHT
ZEB-G105910048,G105910-048,"KIT,LP2844 PRINT HEAD ASSY",87.19,57.11,8,Zebra,ZPH,N,0.22
ZEB-G105910050,G105910-050,"KIT,MAIN PCBA ASIAN",441.74,289.39,0,Zebra,ZSP,N,0.772
ZEB-G105910051,G105910-051,"KIT,TLP28X4 MOTOR (SET OF 2)",45.97,30.12,0,Zebra,ZSP,N,0.838
ZEB-G105910053,G105910-053,TLP 2844 PRINTHEAD ASSY KIT,87.19,57.11,8,Zebra,ZPH,N,0.243
ZEB-G105910054,G105910-054,"KIT,TLP2844 GAP/BLK LN SNSR(3)",53.42,34.99,0,Zebra,ZSP,N,0.022
ZEB-G105910060,G105910-060,"KIT,TLP2844 UPPER COVER ASSY",81.52,53.41,0,Zebra,ZSP,N,1.764
ZEB-G105910061,G105910-061,"KIT,TLP2844 RBBN CARRIAGE ASSY",66.79,43.75,0,Zebra,ZSP,N,0.838
ZEB-G105910064,G105910-064,"KIT,TLP2844 FEED SWTCH ASSY(3)",44.39,29.09,0,Zebra,ZSP,N,0.22
ZEB-G105910067,G105910-067,"KIT,TLP2844 RBN OUT SNSR (3)",46.83,30.68,0,Zebra,ZSP,N,0.022
ZEB-G105910068,G105910-068,KIT LP2844 LATCH ASSY,35.51,23.27,0,Zebra,ZSP,N,0.154
ZEB-G105910069,G105910-069,Gap / Black line Sensor PCBA,53.42,34.99,0,Zebra,ZSP,N,0.022
ZEB-G105910070,G105910-070,"KIT,LP2844 UPPER COVER ASSY",57.58,37.72,0,Zebra,ZSP,N,0.75
ZEB-G105910072,G105910-072,"KIT, 28X4&TLP3842 HEAD UP SNSR",34.35,22.5,0,Zebra,ZSP,N,0.198
ZEB-G105910078,G105910-078,BOTTOM FRAM ASSY FOR 2824,69.45,45.5,0,Zebra,ZSP,N,1.631
ZEB-G105910102,G105910-102,PRINTHEAD FOR LP2824 PRINTERS,72.65,47.59,12,Zebra,ZPH,N,0.22
ZEB-G105910108,G105910-108,"KIT,LP2824 MOTOR",25.3,16.57,0,Zebra,ZSP,N,0.419
ZEB-105910110,G105910-110,HOUSING COVER ASSY,99.84,65.4,0,Zebra,ZSP,N,1.455
ZEB-G105910112,G105910-112,KIT LOWER FRAME ASSY,57.96,37.97,0,Zebra,ZSP,N,0.551
ZEB-G105910118,G105910-118,LP2824 DISPENSER KIT,75.11,49.21,0,Zebra,ZSP,N,0.243
ZEB-G105910121,G105910-121,"KIT,ENET I/O PCBA W/CBLS,UNIVL",84.73,55.51,0,Zebra,ZSP,N,2
ZEB-G105910122,G105910-122,KIT MAINT CNTRL PCBA ENET/2844 PRINTERS,467.23,306.09,0,Zebra,ZSP,N,1.984
ZEB-G105910138,G105910-138,"MAIN CONTROL PCBA, STD SER/USB",226.83,148.61,0,Zebra,ZSP,N,0.639
ZEB-G105910139,G105910-139,"MAIN CONTROL PCBA, STD. PAR.",226.83,148.61,0,Zebra,ZSP,N,0.5
ZEB-G105910145,G105910-145,"KIT, FEED SWITCH/SENSOR LP2824+",35.51,23.27,0,Zebra,ZSP,N,0.176
ZEB-G105910148,G105910-148,"KIT TLP2824 2"" PRINTHEAD",72.65,47.59,0,Zebra,ZPH,N,0.044
ZEB-G105910149,G105910-149,"KIT,TLP2824 FRAME",90.98,59.6,0,Zebra,ZSP,N,1.146
ZEB-G105910151,G105910-151,KIT TLP2824 UPPER COVER,43.05,28.2,0,Zebra,ZSP,N,1.213
ZEB-G105910153,G105910-153,KIT TLP2824 CUTTER OPTION,293.07,191.99,0,Zebra,ZSP,N,0.838
ZEB-G105910155,G105910-155,"KIT,3842,P/H",193.18,126.55,0,Zebra,ZPH,N,0.243
ZEB-G105910157,G105910-157,KIT 3842 MAN PCBA PSU FULL FORTLP 3842,416.1,272.59,0,Zebra,ZSP,N,2.205
ZEB-G105910159,G105910-159,KIT MAN CONTR PCBA ETH SER UST CUT,467.23,306.09,0,Zebra,ZSP,N,2.205
ZEB-G105916004,G105916-004,"KIT,MAIN PCBA,STD,S/P/U",311.39,204,0,Zebra,ZSP,N,0.772
ZEB-G105916015,G105916-015,KIT HEAD UP SENSOR TLP2844/TLP3844,25.38,16.63,0,Zebra,ZSP,N,0.463
ZEB-G105916030,G105916-030,"KIT,FEED SWTCH TLP2844Z(3)",59.99,39.3,0,Zebra,ZSP,N,0.35
ZEB-G105917002,G105917-002,"MAIN CONTROL PCBA, STD. MEM SER/ETHERNET",382.54,250.6,0,Zebra,ZSP,Y,0.7
ZEB-G105950026,G105950-026,KIT REAL TIME CLOCK DATE,36.64,24.01,0,Zebra,ZSP,N,0.198
ZEB-G105950054,G105950-054,SER I'FACE CABLE 6'DB9 TO DB9NULL MODEM,13.64,8.93,15,Zebra,ZSP,N,0.309
ZEB-G20001M,G20001M,Ribbon Take-Up Clutch Kit,24.93,16.34,0,Zebra,ZSP,N,0.441
ZEB-G20009M,G20009M,REAL TIME CLOCK S4M PRINTERS,88.66,58.08,0,Zebra,ZSP,N,0.243
ZEB-G20037M,G20037M,S4M FIELD INSTALL PARALLEL KIT,69.35,45.43,0,Zebra,ZSP,N,0.397
ZEB-G20046,G20046,S4M VALUE PEEL OPTION,147.75,96.79,0,Zebra,ZSP,N,1.367
ZEB-G20060M,G20060M,Front Panel includes membrane,257.88,168.94,0,Zebra,ZSP,N,0.97
ZEB-G20067104M,G20067-104M,"Kit Printhead Mech 203 dpi,S4M",404.29,264.87,0,Zebra,ZSP,N,2.513
ZEB-G20067106M,G20067-106M,"KIT PRINTHEAD MECH 300 DPI,S4M",451.31,295.67,0,Zebra,ZSP,N,2.469
ZEB-G20069M,G20069M,Hanger Assy. Kit S4M,19.25,12.61,0,Zebra,ZSP,N,0.816
ZEB-G20111,G20111,"203DPI,PHEAD S4M CONVERT KIT",333.36,218.38,0,Zebra,ZPH,Y,0.419
ZEB-G20112,G20112,KIT PRNTHD CONVERT 300DPI S4M,388.92,254.78,0,Zebra,ZPH,N,0.441
ZEB-G22000M,G22000M,"203DPI 220XiIII, 220XiIII+ PRINTHEAD",659.88,432.29,3,Zebra,ZPH,Y,0.838
ZEB-G22101M,G22101M,Kit Maint Platen 220XiII,61.33,40.18,9,Zebra,ZSP,N,1.565
ZEB-G22151M,G22151M,KIT MAINT SPINDLE RIB SUP,197.98,129.7,0,Zebra,ZSP,N,1.676
ZEB-G222137M,G22213-7M,KIT MAINT CMPLNT ROLLER,135.85,89,0,Zebra,ZSP,N,1.587
ZEB-G22222M,G22222M,220 KIT PIVOT BAR (INCLUDES TOGGLE ASSEM,65.98,43.22,0,Zebra,ZSP,N,0.882
ZEB-G22250,G22250,KIT RTU SPINDLE 220Xi3+ & Xi4,165.56,108.46,0,Zebra,ZSP,N,3.175
ZEB-G22253M,G22253M,KIT MAINT SPINDLE MEDIA,204.29,133.83,0,Zebra,ZSP,N,2.65
ZEB-G22302M,G22302M,Kit MEDIA SENSOR 220Xi3+&Xi3,99.68,65.3,0,Zebra,ZSP,N,0.573
ZEB-G22305M,G22305M,KIT MAINT GUIDE MEDIA,33.43,21.9,0,Zebra,ZSP,N,0.705
ZEB-G22382M,G22382M,KIT MAINT PLATE CUT/REW 220XI4,201.04,131.7,0,Zebra,ZSP,N,2.469
ZEB-G22455,G22455,KIT REWIND UPGRD 220XI2,730.81,478.77,0,Zebra,ZSP,N,8.378
ZEB-G22492M,G22492M,Kit Maint Switch Panel,127.62,83.6,0,Zebra,ZSP,N,0.926
ZEB-G22613M,G22613M,Kit Maint Head Open Sensr,26.93,17.65,0,Zebra,ZSP,N,0.088
ZEB-G28420001M,G28420-001M,KIT POWER BOOSTER BOARD S4M,64.22,42.06,0,Zebra,ZSP,N,0.243
ZEB-G29600M,G29600M,Power Supply Maint. Kit,360.5,236.17,0,Zebra,ZSP,N,2.249
ZEB-G31197M,G31197M,220 KIT DC STEPPER MOTOR AND PULLEY 203,252.51,165.43,0,Zebra,ZSP,N,0.5
ZEB-G31199M,G31199M,220 KIT STEPPER MOTOR AND PULLEY 300DPI,83.83,54.91,0,Zebra,ZSP,N,2.778
ZEB-G32011M,G32011M,Kit Maint Platen Roller 105SLKIT MAINT P,47.34,31.02,25,Zebra,ZSP,N,0.617
ZEB-G32021M,G32021M,Kit Maint Front Mem Sw,84.92,55.63,0,Zebra,ZSP,N,3.3
ZEB-G32028M,G32028M,Kit Maint Media Sensor,67.85,44.46,0,Zebra,ZSP,N,0.243
ZEB-G32034M,G32034M,Kit Maint Bar Pivot,57.99,37.98,0,Zebra,ZSP,N,0.838
ZEB-G32043M,G32043M,Kit Maint LCD,114.41,74.95,0,Zebra,ZSP,N,0.375
ZEB-G32101M,G32101M,Kit Maint Lwr Peel Roller,42.46,27.81,0,Zebra,ZSP,N,0.728
ZEB-G324321M,G32432-1M,203DPI 105SL PRINTHEAD EXTENDED PERF SE,338.49,221.74,39,Zebra,ZPH,Y,0.397
ZEB-G32433M,G32433M,300DPI 105SL PRINTHEAD,399.17,261.5,19,Zebra,ZPH,Y,0.397
ZEB-G33037M,G33037M,PCMCIA SOCKET OPTION KIT XI+,192.03,125.8,0,Zebra,ZSP,N,0.728
ZEB-G330946M,G33094-6M,KIT PULLEY RTU/MTU MAINT,126.24,82.71,0,Zebra,ZSP,N,0.6
ZEB-G33114M,G33114M,Kit RS232/RS485 EXT CNVRTR,42.74,27.99,0,Zebra,ZSP,N,0.154
ZEB-G33180,G33180,105SL PEEL OPTION FIELD INSTALKIT/NOT CO,269.65,176.65,0,Zebra,ZSP,N,3.7
ZEB-G33181,G33181,105SL REWIND FIELD INSTALL KITNOT COMPAT,405.36,265.56,0,Zebra,ZSP,N,5.65
ZEB-G33193128,G33193-128,COMPACT FLASH CARD - 128MB REQUIRES MEMO,157.28,103.04,0,Zebra,ZSP,N,0.265
ZEB-G33193256,G33193-256,COMPACT FLASH CARD 256MB,252.16,165.19,0,Zebra,ZSP,N,0.243
ZEB-G33194128,G33194-128,PCMCIA MEM 128MB KIT,173.52,113.67,0,Zebra,ZSP,N,0.375
ZEB-G34110M,G34110M,Rewind PCB Maint. Kit Z4Mplus,112.58,73.75,0,Zebra,ZSP,N,0.992
ZEB-G34112M,G34112M,KIT LINER TAKE UP MOTOR Z4M+ AND ZM400,175.73,115.12,0,Zebra,ZSP,N,0.948
ZEB-G38000M,G38000M,"203DPI 170XiIII,XiIII+,170PAX3170PAX4 PR",503.45,329.82,18,Zebra,ZPH,Y,0.772
ZEB-G38226M,G38226M,REFLECTIVE(B'MARK) M'SENSOR 105SL,71.95,47.13,0,Zebra,ZSP,N,0.243
ZEB-G40038M,G40038M,Kit Maint Platen 140/105,34.47,22.58,19,Zebra,ZSP,N,0.75
ZEB-G40050M,G40050M,Kit Maint 105SL RTU,127.37,83.44,0,Zebra,ZSP,N,2.094
ZEB-G40305RM,G40305RM,Kit Maint Guide Media,13.68,8.95,0,Zebra,ZSP,N,0.375
ZEB-G40357M,G40357M,KIT STEPPER PULLY PX/PX2 203DPI,49.75,32.6,0,Zebra,ZSP,N,0.265
ZEB-G410001M,G41000-1M,203DPI 110XiIII+  PRINTHEAD EXTENDED PER,426.53,279.43,11,Zebra,ZPH,Y,0.397
ZEB-G41001M,G41001M,300DPI 110XiIII+ PRINTHEAD HIGH PERFORMA,503.45,329.82,14,Zebra,ZPH,Y,0.397
ZEB-G41011M,G41011M,Kit Maint Platen 200/300dpi 110XIIIPLUS,35.14,23.02,53,Zebra,ZSP,N,0.661
ZEB-G41016M,G41016M,Kit Maint Platen 600dpi,50.45,33.05,0,Zebra,ZSP,N,0.551
ZEB-G41022M,G41022M,KIT MAINT TOGGLE/PIVOT BAR,63.4,41.53,0,Zebra,ZSP,N,0.8
ZEB-GX43102821050,GX43-102821-050,GX430T TT 300DPI USBSERBT DISP R2.0,892.16,453.24,0,Zebra,EDD,Y,9.921
ZEB-GX43102821100,GX43-102821-100,GX430T TT 300DPI USBSERBT DISP MOV R2.0,766.23,389.27,0,Zebra,EDD,Y,9.921
ZEB-GX43102822000,GX43-102822-000,GX430T TT 300DPI USB SER BT CUTTER R2.0,923.45,479.34,0,Zebra,EDD,Y,9.039
ZEB-GX43102822100,GX43-102822-100,GX430T TT 300DPI USBSERBT CUT MOV R2.0,885.29,449.76,0,Zebra,EDD,Y,9.921
ZEB-GX4S202420050,GX4S-202420-050,GX420S DT 203DPI USB ETH 64MBRTC,854.75,434.25,0,Zebra,EDD,Y,11.023
ZEB-GX4S202421000,GX4S-202421-000,GX420S DT 203DPI USB ETH PEEL,686.1,348.56,0,Zebra,EDD,Y,11.023
ZEB-GX4S202421050,GX4S-202421-050,GX420S DT 203DPI USB ETH PEEL64MB RTC,880.7,447.44,0,Zebra,EDD,Y,11.023
ZEB-GX4S202422050,GX4S-202422-050,GX420S DT 203DPI USBETHCUT LINER/TAG,999.77,507.9,0,Zebra,EDD,Y,11.023
ZEB-GX4S202520050,GX4S-202520-050,GX420S DT 203DPI USB PARAL 64MB,744.09,378.03,0,Zebra,EDD,Y,11.023
ZEB-GX4S202521000,GX4S-202521-000,GX420S DT 203DPI USB PARAL PEEL,575.44,292.34,0,Zebra,EDD,Y,11.023
ZEB-GX4S202521050,GX4S-202521-050,GX420S DT 203DPI USB PARAL PEEL 64MB,770.05,391.21,0,Zebra,EDD,Y,11.023
ZEB-HC100300E1000,HC100-300E-1000,HC100 DT 300DPI USB SER R1.0,524.3,340.79,1,Zebra,ZH1,Y,7.893
ZEB-HC100300E1100,HC100-300E-1100,HC100 DT 300DPI USB SER ETH R1.0,653.27,424.62,44,Zebra,ZH1,Y,7.981
ZEB-HC100300E1200,HC100-300E-1200,HC100 DT 300DPI USB SER 802.11G R1.0,720.43,468.28,0,Zebra,ZH1,Y,7.981
ZEB-HC100301E1000,HC100-301E-1000,HC100 DT 300DPI 64MB USB SER R1.0,678.47,440.99,0,Zebra,ZH1,Y,13.228
ZEB-HC100301E1100,HC100-301E-1100,HC100 DT 300DPI 64MB USB SER ETH R1.0,807.44,524.82,0,Zebra,ZH1,Y,8.003
ZEB-HC100301E1200,HC100-301E-1200,HC100 DT 300DPI 64MB USB SER 802.11G R1,873.83,567.99,0,Zebra,ZH1,Y,7.937
ZEB-HW01815,HW01815,"Nut 6-32 Knurled, Qty Of 25",27.11,17.76,0,Zebra,ZSP,N,0.132
ZEB-HW10431,HW10431,SC M4X.7 6 CAP BL BAG OF 25,17.45,11.43,0,Zebra,ZSP,N,0.176
ZEB-HW10471,HW10471,WASHER SPLIT M3 BAG OF 50 FORPAX,21.93,14.36,0,Zebra,ZSP,N,2.205
ZEB-HW300414,HW30041-4,WASHER FELT 29/32 BAG OF 25 FOR 105SL,17.45,11.43,0,Zebra,ZSP,N,0.022
ZEB-HW300416,HW30041-6,Washer Felt 13/16 Bag of 25,17.45,11.43,0,Zebra,ZSP,N,0.022
ZEB-HW30097,HW30097,Spring Comp .660 .528 Bg of 50,31.19,20.43,0,Zebra,ZSP,N,0.353
ZEB-HW30145,HW30145,Brng Thrst Bag of 50,36.37,23.83,0,Zebra,ZSP,N,0.088
ZEB-HW30260,HW30260,"KIT, WASHER CRES 25/BAG",19.98,13.09,0,Zebra,ZSP,N,0.088
ZEB-HW30391003,HW30391-003,SCREW SC 4 40.19 CP SO PACK OF25 SCREWS,20.85,13.66,0,Zebra,ZSP,N,0.11
ZEB-HW30392004,HW30392-004,KIT SC 6 32 .25 CP SO (50),17.45,11.43,0,Zebra,ZSP,N,0.176
ZEB-HW30402006,HW30402-006,SCREW 6-32 .37 BU SO BAG OF 25,17.45,11.43,0,Zebra,ZSP,N,0.11
ZEB-HW32334,HW32334,SCREW 6-32 .37 LK HS S ZN QTYOF 100,14.04,9.21,0,Zebra,ZSP,N,0.309
ZEB-HW32390,HW32390,Spring 10 CNT,24.52,16.07,0,Zebra,ZSP,N,0.088
ZEB-HW33804,HW33804,FLAT WASHER (170PAX4) QTY 25,17.4,11.4,0,Zebra,ZSP,N,0.066
ZEB-HW33809,HW33809,NUT 6-32 (105SL PLUS SERIES) QTY 25,17.45,11.43,0,Zebra,ZSP,N,0.176
ZEB-HW33810,HW33810,Cresent Ring Ext. 250 100/PACK,28.76,18.85,0,Zebra,ZSP,N,0.11
ZEB-HW33828,HW33828,SCREW 6 32 .125 BAG OF 25,17.45,11.43,0,Zebra,ZSP,N,0.11
ZEB-HW33844,HW33844,Bmpr 25 CNT,19.98,13.09,0,Zebra,ZSP,N,0.65
ZEB-HW438551,HW43855-1,KIT SC M3.5 5 CNT,14.04,9.21,0,Zebra,ZSP,N,1.08
ZEB-HW44014,HW44014,KIT BMPR RUBBER BAG OF 10,17.4,11.4,0,Zebra,ZSP,N,0.11
ZEB-HW45934,HW45934,WASHER FLAT .442X.255X.020 QTY25 XI3/XI3,17.4,11.4,0,Zebra,ZSP,N,0.088
ZEB-HW45947,HW45947,"KIT, RING E YEL 100 CNT",17.45,11.43,0,Zebra,ZSP,N,1.036
ZEB-HW46352,HW46352,"KIT, HEAD OPEN FLAG BAG OF 50",29.62,19.4,0,Zebra,ZSP,N,0.132
ZEB-HW46882003,HW46882-003,KIT SCREW 4-40 3/16 QTY OF 100,25.38,16.63,0,Zebra,ZSP,N,2.205
ZEB-HW48411,HW48411,SCREW TMB 6 32 .25 BAG OF 10,17.45,11.43,0,Zebra,ZSP,N,0.661
ZEB-HW77047,HW77047,SC M3x0.5 PRNTHD MNTG BAG OF 5,20.85,13.66,0,Zebra,ZSP,N,0.287
ZEB-HW77231,HW77231,"SCREW M3 X 8, QTY OF 25",17.45,11.43,0,Zebra,ZSP,N,1
ZEB-HW78814,HW78814,"SCREW M4 X 0.7 X 10,Z4M+/Z6M+/ZM400/600",17.45,11.43,0,Zebra,ZSP,N,0.022
ZEB-HW79041,HW79041,Wash Flat .250 .125 .023 25CNT,17.45,11.43,0,Zebra,ZSP,N,0.25
ZEB-HW79656,HW79656,STANDOFF M3/0.5MM 10 BAG OF 12,28.1,18.41,0,Zebra,ZSP,N,0.088
ZEB-HWQ10011,HWQ10011,KIT SCREW M4 X .7 X .10 QTY OF100,25.38,16.63,0,Zebra,ZSP,N,0.441
ZEB-LDR2LS5W,LD-R2LS5W,LAB 8000D 50.8x19812mm 36R/B,4.92,2.95,0,Zebra,ZEL,N,0.22
ZEB-LDR4LF5P,LD-R4LF5P,LAB 8000D 101.6x25908mm 20R/B,13.87,8.29,0,Zebra,ZEL,N,0.551
ZEB-LRDOCCLEAR,LRDOC-CLEAR,DOC TRACK SUPPLIES KIT CLEAR,61.91,37.05,0,Zebra,ZEL,N,5.291
ZEB-LRDOCWHITE,LRDOC-WHITE,DOC TRACK SUPPLIES KIT WH 4R/B,42.91,25.69,0,Zebra,ZEL,N,5.776
ZEB-LRPACK38,LRPACK38,MEDIA PACK 03 ROLLS LABLES/1 RIBBON,29.56,32.25,0,Zebra,ZEL,N,2.205
ZEB-LS00017,LS00017,LOAN 220-80E-00003,5636.83,2947.27,0,Zebra,ZLO,Y,61.729
ZEB-LS00023,LS00023,LOAN S4M00-300E-0200T,1137.13,506.02,0,Zebra,ZLO,N,2.205
ZEB-LS00123,LS00123,LOAN ZE50042-R0E0000Z,3426.66,1791.67,0,Zebra,ZLO,Y,22.046
ZEB-LS00126,LS00126,LOAN ZT41046-T0E0000Z,2355.93,1231.83,0,Zebra,ZLO,Y,39.683
ZEB-LS00127,LS00127,LOAN ZT41042-T0E00C0Z,2058.29,1076.19,0,Zebra,ZLO,Y,39.683
ZEB-LS00129,LS00129,LOAN ZT42063-T0E00C0Z,3350.35,1751.76,0,Zebra,ZLO,Y,39.683
ZEB-M2I0UB0E02000,M2I-0UB0E020-00,iMZ220 BT EU PLUG,371.67,243.48,33,Zebra,ZMP,Y,1.852
ZEB-M2I0UB0E06000,M2I-0UB0E060-00,iMZ220 BT UK PLUG,371.67,243.48,0,Zebra,ZMP,Y,1.874
ZEB-M2I0UN0E02000,M2I-0UN0E020-00,iMZ220 802.11 A/B/G/N EU PLUG,533.46,349.49,0,Zebra,ZMP,Y,1.874
ZEB-M2I0UN0E06000,M2I-0UN0E060-00,iMZ220 802.11 A/B/G/N UK PLUG,533.46,349.49,0,Zebra,ZMP,Y,1.874
ZEB-M3I0UB0E02000,M3I-0UB0E020-00,iMZ320 BT EU PLUG,417.46,273.49,227,Zebra,ZMP,Y,2.006
ZEB-M3I0UB0E06000,M3I-0UB0E060-00,iMZ320 BT UK PLUG,417.46,273.49,9,Zebra,ZMP,Y,1.962
ZEB-M3I0UN0E02000,M3I-0UN0E020-00,iMZ320 802.11 A/B/G/N EU PLUG,580.02,379.98,1,Zebra,ZMP,Y,2.006
ZEB-M3I0UN0E06000,M3I-0UN0E060-00,iMZ320 802.11 A/B/G/N UK PLUG,580.02,379.98,0,Zebra,ZMP,Y,1.984
ZEB-MZ2BB10,MZ2BB-10,BATT MZ LI-ION KIT 10 X AK18353-1,555.21,363.72,0,Zebra,ZSP,N,2.205
ZEB-P1002512,P1002512,EM220 LI-ION BATTERY,41.95,27.48,0,Zebra,ZSP,N,0.176
ZEB-P1002514,P1002514,EM220 BATT CRADLE FOR SINGLE BATT,18.4,12.06,0,Zebra,ZAC,N,0.176
ZEB-P1002521,P1002521,EM220 ACC IF CABLE SERIAL,14.72,9.64,0,Zebra,ZSP,N,0.11
ZEB-P1002522,P1002522,EM220 IF CABLE - USB,14.72,9.64,0,Zebra,ZSP,N,0.088
ZEB-P1002523,P1002523,EM220 PRINTER CASE,25.77,16.88,0,Zebra,ZSP,N,0.198
ZEB-P1003772003,P1003772-003,KIT BATT ELIM W/ GND VEH PLUG,171.55,112.38,0,Zebra,ZAC,N,1.455
ZEB-P1003772004,P1003772-004,KIT BATT ELIM W/ GND OPEN TERM,171.55,112.38,0,Zebra,ZAC,N,1.55
ZEB-P1004230,P1004230,110XI4 203DPI PRINTHEAD,367.55,240.79,13,Zebra,ZPH,Y,0.441
ZEB-P1004232,P1004232,110XI4 300DPI PRINTHEAD,444.48,291.19,22,Zebra,ZPH,Y,0.397
ZEB-P1004233,P1004233,110XI4 600DPI PRINTHEAD,534.23,349.98,5,Zebra,ZPH,Y,0.441
ZEB-P1004234,P1004234,140XI4 203DPI PRINTHEAD,367.55,240.79,10,Zebra,ZPH,Y,0.573
ZEB-P1004236,P1004236,170XI4 203DPI PRINTHEAD,444.48,291.19,9,Zebra,ZPH,Y,0.683
ZEB-P1004237,P1004237,170XI4 300DPI PRINTHEAD,504.31,330.39,31,Zebra,ZPH,Y,0.661
ZEB-P1004238,P1004238,220XI4 203DPI PRINTHEADS,581.24,380.78,1,Zebra,ZPH,Y,0.86
ZEB-P1004239,P1004239,220XI4 300DPI PRINTHEAD,611.15,400.38,0,Zebra,ZPH,Y,0.75
ZEB-P1056793,P1056793,KIT PLATEN ROLLER TTP2100,39.88,26.13,0,Zebra,ZSP,N,0.4
ZEB-P1058300,P1058300,Kit Power Supply ZMx00 Series,326.02,213.58,4,Zebra,ZSP,N,3.2
ZEB-P1058301,P1058301,Kit Power Supply 110Xi4,338.91,222.03,0,Zebra,ZSP,N,4.45
ZEB-P1058930009,P1058930-009,ZT410 203dpi PRINTHEAD KIT,333.36,218.38,25,Zebra,ZPH,Y,0.661
ZEB-P1058930010,P1058930-010,"Kit, Printhead 300 dpi, ZT410",388.92,254.78,6,Zebra,ZPH,Y,0.661
ZEB-P1058930011,P1058930-011,"KIT,PRINTHEAD 600DPI ZT410",1025.71,671.96,0,Zebra,ZPH,Y,0.485
ZEB-P1058930012,P1058930-012,"Kit, Printhead 203 dpi, ZT420",367.55,240.79,8,Zebra,ZPH,Y,0.948
ZEB-P1058930013,P1058930-013,KIT PRINTHEAD 300DPI ZT420,572.69,375.17,9,Zebra,ZPH,Y,0.948
ZEB-P1058930022,P1058930-022,ZT410 KIT CONVERT 203 OR 600DPI TO 300 D,388.92,254.78,0,Zebra,ZPH,Y,1.65
ZEB-P1058930030,P1058930-030,KIT MAIN LOGIC BORAD ZT400 SERIES,323.24,211.76,0,Zebra,ZSP,N,1.499
ZEB-P1058930032,P1058930-032,"Kit, Power Supply, ZT400 Series",261.18,171.1,0,Zebra,ZSP,N,2.8
ZEB-P1058930051,P1058930-051,Front mount passive peel option,183.77,120.39,5,Zebra,ZPH,Y,1.543
ZEB-P1058930052,P1058930-052,ZT410 Iner Take Up (spindle only) Upgrad,175.23,114.8,0,Zebra,ZPH,Y,1.94
ZEB-P1058930058,P1058930-058,KIT MEDIA REWIND SPINDLE WITHMOTOR AND P,145.09,95.06,0,Zebra,ZSP,N,3.75
ZEB-P1058930070,P1058930-070,"Kit, Packaging Media Rewind Versions QTY",121.29,79.46,0,Zebra,ZSP,N,7.75
ZEB-P1058930073C,P1058930-073C,KIT ZNET ZT400 802.11 ALL COUNTRIES EXCP,311.99,204.39,21,Zebra,ZPH,Y,0.683
ZEB-P1058930075,P1058930-075,Parallel Card Bi-directional interface,61.54,40.31,37,Zebra,ZSP,N,0.507
ZEB-P1058930076,P1058930-076,ZT410 Front mount passive peeloption upg,123.94,81.19,8,Zebra,ZPH,Y,1.235
ZEB-P1058930080,P1058930-080,ZT410 Kit Platen Roller,41.96,27.49,2,Zebra,ZSP,N,0.661
ZEB-P1058930081,P1058930-081,ZT420 KIT PLATEN ROLLER,59.17,38.76,4,Zebra,ZSP,N,0.86
ZEB-P1058930086,P1058930-086,KIT INCH CORE MEDIA HANGER ZT410,54.3,35.58,8,Zebra,ZPH,Y,0.728
ZEB-P1058930500C,P1058930-500C,KIT RFIDZT400  ALL COUNTRIES EXCPT USA/C,1141.11,747.57,0,Zebra,ZPH,Y,0.882
ZEB-P1059554,P1059554,KIT MEDIA SENSOR 110X14,53.19,34.85,0,Zebra,ZSP,N,0.485
ZEB-P1059555,P1059555,KIT MEDIA SENSOR 220XI4,71.84,47.06,0,Zebra,ZSP,N,0.683
ZEB-P1060263,P1060263,"Kit, Acc, 14 Pin Serial Cable,ZQ110 and",10.62,6.95,0,Zebra,ZSP,N,1.543
ZEB-P1060264,P1060264,EM220II USB CABLE,10.62,6.95,0,Zebra,ZSP,N,0.132
ZEB-P1060265,P1060265,EM220II SINGLE BATT CRADLE,17.67,11.57,0,Zebra,ZAC,N,2.205
ZEB-P1060280,P1060280,EM220II QUAD BATT CHARGER/EU,132.49,86.79,0,Zebra,ZAC,N,2.205
ZEB-P1065668018,P1065668-018,"Kit, Acc, QLn220/QLn320 HC Spare Smart B",69.23,45.36,76,Zebra,ZSP,N,2.35
ZEB-P1070125001,P1070125-001,SINGLE CHARGING CRADLE FOR ZQ110,18.87,12.37,0,Zebra,ZAC,N,0.463
ZEB-P1070125003,P1070125-003,KIT QUAD BATT CHARGER EU CORDFOR ZQ110,141.55,92.73,0,Zebra,ZAC,N,4.409
ZEB-P1070125007,P1070125-007,BATT WITH OUTER CONTACTS FOR ZQ110,51.9,34,0,Zebra,ZSP,N,0.176
ZEB-P1070125008,P1070125-008,STD BATTERY ZQ110,44.82,29.36,0,Zebra,ZSP,N,0.154
ZEB-P1070125016,P1070125-016,SOFT CASE FOR ZQ110 (IP54 rated),38.92,25.49,0,Zebra,ZSP,N,0.22
ZEB-P1070125027,P1070125-027,KIT BELT CLIP FOR ZQ110,4.72,3.09,0,Zebra,ZSP,N,1.323
ZEB-P1070125030,P1070125-030,KIT QUAD PRINTER DOCKING CHARGING CRADDL,165.14,108.18,0,Zebra,ZAC,N,3.197
ZEB-P1070125031,P1070125-031,KIT QUAD PRINTER DOCKING CHARGING CRADDL,165.14,108.18,0,Zebra,ZAC,N,4.409
